zip,city,county,population
16666,Osceola Mills,Clearfield,3043
18326,Cresco,Monroe,3041
18322,Brodheadsville,Monroe,3020
15563,Stoystown,Somerset,2986
16049,Parker,Armstrong,2982
18250,Summit Hill,Carbon,2981
16353,Tionesta,Forest,2976
16061,West Sunbury,Butler,2975
15944,New Florence,Westmoreland,2971
18458,Shohola,Pike,2968
15052,Industry,Beaver,2958
16145,Sandy Lake,Mercer,2953
18347,Pocono Lake,Monroe,2932
18076,Red Hill,Montgomery,2931
17980,Tower City,Schuylkill,2931
16157,Wampum,Lawrence,2930
18372,Tannersville,Monroe,2926
16222,Dayton,Armstrong,2923
17535,Kinzers,Lancaster,2912
18837,Rome,Bradford,2899
16051,Portersville,Butler,2896
18709,Luzerne,Luzerne,2892
17859,Orangeville,Columbia,2890
17087,Richland,Lebanon,2884
15545,Hyndman,Bedford,2882
17744,Linden,Lycoming,2881
15697,Youngwood,Westmoreland,2867
15437,Farmington,Fayette,2861
15845,Johnsonburg,Elk,2857
16116,Edinburg,Lawrence,2854
17267,Warfordsburg,Fulton,2854
15759,Marion Center,Indiana,2848
19043,Holmes,Delaware,2828
16748,Shinglehouse,Potter,2824
15456,Lemont Furnace,Fayette,2824
17047,Loysville,Perry,2815
16327,Guys Mills,Crawford,2813
18942,Ottsville,Bucks,2805
17304,Aspers,Adams,2795
16262,Worthington,Armstrong,2794
15774,Shelocta,Armstrong,2769
18405,Beach Lake,Wayne,2712
15050,Hookstown,Beaver,2690
15445,Hopwood,Fayette,2690
18325,Canadensis,Monroe,2684
17502,Bainbridge,Lancaster,2673
17981,Tremont,Schuylkill,2669
16617,Bellwood,Blair,2637
16123,Fombell,Beaver,2625
16611,Alexandria,Huntingdon,2624
16844,Julian,Centre,2623
17889,Winfield,Union,2609
16421,Harborcreek,Erie,2606
19562,Topton,Berks,2602
15436,Fairchance,Fayette,2602
15956,South Fork,Cambria,2596
15510,Somerset,Somerset,2588
15046,Crescent,Allegheny,2573
17094,Thompsontown,Juniata,2569
17302,Airville,York,2566
18623,Laceyville,Wyoming,2559
17329,Glenville,York,2554
16052,Prospect,Butler,2544
16912,Blossburg,Tioga,2544
15067,New Eagle,Washington,2532
16641,Gallitzin,Cambria,2519
17938,Hegins,Schuylkill,2517
17034,Highspire,Dauphin,2512
15618,Avonmore,Westmoreland,2511
16929,Lawrenceville,Tioga,2503
18445,Newfoundland,Wayne,2493
15469,Normalville,Fayette,2491
15423,Coal Center,Washington,2487
15926,Central City,Somerset,2478
16738,Lewis Run,Mckean,2476
18656,Sweet Valley,Luzerne,2472
16914,Columbia Cross Roads,Bradford,2461
15468,New Salem,Fayette,2461
16678,Saxton,Bedford,2456
18930,Kintnersville,Bucks,2454
16120,Enon Valley,Lawrence,2450
15458,Mc Clellandtown,Fayette,2449
16881,Woodland,Clearfield,2446
15148,Wilmerding,Allegheny,2423
15554,New Paris,Bedford,2422
15450,La Belle,Fayette,2414
16350,Sugar Grove,Warren,2385
16946,Tioga,Tioga,2354
16731,Eldred,Mckean,2342
17764,Renovo,Clinton,2341
15938,Lilly,Cambria,2340
17772,Turbotville,Northumberland,2333
17040,Landisburg,Perry,2328
16637,East Freedom,Blair,2323
18346,Pocono Summit,Monroe,2322
17098,Williamstown,Dauphin,2307
17264,Three Springs,Huntingdon,2304
17321,Fawn Grove,York,2304
15679,Ruffs Dale,Westmoreland,2298
17565,Pequea,Lancaster,2297
16153,Stoneboro,Mercer,2296
15027,Conway,Beaver,2287
18077,Riegelsville,Bucks,2279
15955,Sidman,Cambria,2266
16154,Transfer,Mercer,2259
17309,Brogue,York,2251
18053,Germansville,Lehigh,2248
16877,Warriors Mark,Huntingdon,2244
16041,Karns City,Butler,2236
17967,Ringtown,Schuylkill,2234
15954,Seward,Westmoreland,2234
15043,Georgetown,Beaver,2228
17864,Port Trevorton,Snyder,2222
17860,Paxinos,Northumberland,2217
17365,Wellsville,York,2206
15486,Vanderbilt,Fayette,2206
16342,Polk,Venango,2202
17101,Harrisburg,Dauphin,2199
18218,Coaldale,Schuylkill,2164
16646,Hastings,Cambria,2159
16143,Pulaski,Lawrence,2157
16664,New Enterprise,Bedford,2156
15479,Smithton,Westmoreland,2151
15942,Mineral Point,Cambria,2121
16627,Coalport,Clearfield,2118
16256,Smicksburg,Indiana,2116
17086,Richfield,Juniata,2115
17244,Orrstown,Franklin,2113
15558,Salisbury,Somerset,2113
18917,Dublin,Bucks,2110
17813,Beavertown,Snyder,2094
15928,Davidsville,Somerset,2094
16130,Hadley,Mercer,2089
16410,Cranesville,Erie,2087
15438,Fayette City,Fayette,2087
17224,Fort Loudon,Franklin,2077
16936,Millerton,Tioga,2070
16259,Templeton,Armstrong,2070
15442,Grindstone,Fayette,2060
15724,Cherry Tree,Indiana,2059
16669,Petersburg,Huntingdon,2058
15639,Hunker,Westmoreland,2042
19372,Thorndale,Chester,2042
17582,Washington Boro,Lancaster,2022
15535,Clearville,Bedford,2018
16347,Sheffield,Warren,2007
17237,Mont Alto,Franklin,2006
15424,Confluence,Somerset,2006
17830,Herndon,Northumberland,1988
15722,Carrolltown,Cambria,1984
18470,Union Dale,Susquehanna,1976
15958,Summerhill,Cambria,1973
15474,Point Marion,Fayette,1968
18615,Falls,Wyoming,1966
18850,Ulster,Bradford,1965
15480,Smock,Fayette,1959
16249,Rural Valley,Armstrong,1952
17024,Elliottsburg,Perry,1951
18832,Monroeton,Bradford,1944
18844,Springville,Susquehanna,1944
18614,Dushore,Sullivan,1937
15333,Fredericktown,Washington,1926
17027,Grantham,Cumberland,1908
18833,New Albany,Bradford,1902
17845,Millmont,Union,1902
16920,Elkland,Tioga,1899
17009,Burnham,Mifflin,1892
17965,Port Carbon,Schuylkill,1890
15035,East Mc Keesport,Allegheny,1885
15428,Dawson,Fayette,1880
15840,Falls Creek,Jefferson,1858
16822,Beech Creek,Clinton,1850
18629,Mehoopany,Wyoming,1838
15550,Manns Choice,Bedford,1834
16034,Fenelton,Butler,1831
16838,Grampian,Clearfield,1825
15923,Bolivar,Westmoreland,1817
18617,Glen Lyon,Luzerne,1813
17876,Shamokin Dam,Snyder,1812
16435,Springboro,Crawford,1806
15747,Home,Indiana,1803
16922,Galeton,Potter,1800
16340,Pittsfield,Warren,1795
15338,Greensboro,Greene,1789
16313,Clarendon,Warren,1785
15360,Scenery Hill,Washington,1785
15521,Alum Bank,Bedford,1782
16374,Kennerdell,Venango,1776
16865,Pennsylvania Furnace,Centre,1763
15772,Rossiter,Indiana,1748
16141,New Galilee,Beaver,1736
18214,Barnesville,Schuylkill,1720
18854,Wysox,Bradford,1715
15034,Dravosburg,Allegheny,1710
17238,Needmore,Fulton,1701
16820,Aaronsburg,Centre,1698
16028,East Brady,Clarion,1692
19453,Mont Clare,Montgomery,1691
16255,Sligo,Clarion,1690
16124,Fredonia,Mercer,1689
16655,Imler,Bedford,1666
16878,West Decatur,Clearfield,1658
15322,Clarksville,Greene,1655
16258,Strattanville,Clarion,1648
16650,Hopewell,Bedford,1644
18321,Bartonsville,Monroe,1642
18812,Brackney,Susquehanna,1640
15344,Jefferson,Greene,1628
17352,New Park,York,1628
15459,Markleysburg,Fayette,1625
17058,Mifflin,Juniata,1622
17518,Drumore,Lancaster,1618
16341,Pleasantville,Venango,1617
15019,Bulger,Washington,1617
16948,Ulysses,Potter,1612
17093,Summerdale,Cumberland,1611
18370,Swiftwater,Monroe,1600
19534,Lenhartsville,Berks,1597
16563,Erie,Erie,1596
15559,Schellsburg,Bedford,1594
16639,Fallentimber,Cambria,1592
15952,Salix,Cambria,1578
17052,Mapleton Depot,Huntingdon,1573
16240,Mayport,Clarion,1573
16501,Erie,Erie,1569
17812,Beaver Springs,Snyder,1562
16872,Rebersburg,Centre,1556
15376,West Alexander,Washington,1547
15329,Prosperity,Washington,1547
17878,Stillwater,Columbia,1546
15732,Creekside,Indiana,1541
15765,Penn Run,Indiana,1541
17721,Avis,Clinton,1532
16112,Bessemer,Lawrence,1529
15327,Dilliner,Greene,1521
16351,Tidioute,Warren,1521
16133,Jackson Center,Mercer,1516
15357,Rices Landing,Greene,1513
18056,Hereford,Berks,1510
17017,Dalmatia,Northumberland,1500
15464,Mill Run,Fayette,1498
15321,Cecil,Washington,1497
15349,Mount Morris,Greene,1497
17262,Spring Run,Franklin,1494
18415,Damascus,Wayne,1491
15864,Summerville,Jefferson,1489
18824,Hop Bottom,Susquehanna,1487
16667,Osterburg,Bedford,1483
16923,Genesee,Potter,1481
15757,Mahaffey,Clearfield,1466
17935,Girardville,Schuylkill,1464
17505,Bird In Hand,Lancaster,1460
15725,Clarksburg,Indiana,1452
15868,Weedville,Elk,1448
16928,Knoxville,Tioga,1447
15936,Hooversville,Somerset,1440
15410,Adah,Fayette,1422
16111,Atlantic,Crawford,1422
18955,Richlandtown,Bucks,1414
16874,Snow Shoe,Centre,1411
19503,Bally,Berks,1410
16657,James Creek,Huntingdon,1397
17959,New Philadelphia,Schuylkill,1395
16411,East Springfield,Erie,1390
16360,Townville,Crawford,1387
17881,Trevorton,Northumberland,1375
15345,Marianna,Washington,1370
17774,Unityville,Lycoming,1369
15311,Amity,Washington,1369
17243,Orbisonia,Huntingdon,1364
17016,Cornwall,Lebanon,1352
17929,Cressona,Schuylkill,1350
18636,Noxen,Wyoming,1343
17983,Valley View,Schuylkill,1343
15829,Corsica,Jefferson,1342
18219,Conyngham,Luzerne,1340
16317,Cooperstown,Venango,1327
16218,Cowansville,Armstrong,1326
15451,Lake Lynn,Fayette,1313
15018,Buena Vista,Allegheny,1296
15533,Breezewood,Bedford,1292
18464,Tafton,Pike,1291
18826,Kingsley,Susquehanna,1289
15475,Republic,Fayette,1288
15849,Penfield,Clearfield,1283
16050,Petrolia,Butler,1283
16613,Ashville,Cambria,1277
15865,Sykesville,Jefferson,1272
17229,Hustontown,Fulton,1268
15015,Bradfordwoods,Allegheny,1267
16364,Venus,Venango,1260
16656,Irvona,Clearfield,1259
17823,Dornsife,Northumberland,1252
16319,Cranberry,Venango,1244
15637,Herminie,Westmoreland,1239
16720,Austin,Potter,1238
18923,Fountainville,Bucks,1235
17985,Zion Grove,Schuylkill,1232
16695,Woodbury,Bedford,1213
16233,Leeper,Clarion,1208
18465,Thompson,Susquehanna,1208
15729,Commodore,Indiana,1204
18821,Great Bend,Susquehanna,1203
18354,Sciota,Monroe,1201
18503,Scranton,Lackawanna,1197
16930,Liberty,Tioga,1190
17886,West Milton,Union,1190
15673,North Apollo,Armstrong,1186
16235,Lucinda,Clarion,1185
17255,Shade Gap,Huntingdon,1181
17765,Roaring Branch,Tioga,1179
18818,Friendsville,Susquehanna,1178
18254,Tresckow,Carbon,1175
15340,Hickory,Washington,1172
15665,Manor,Westmoreland,1172
18085,Tatamy,Northampton,1170
16443,West Springfield,Erie,1166
15675,Penn,Westmoreland,1164
18355,Scotrun,Monroe,1163
17868,Riverside,Northumberland,1162
15622,Champion,Westmoreland,1159
16746,Roulette,Potter,1156
15870,Wilcox,Elk,1151
18438,Lakeville,Wayne,1148
19501,Adamstown,Lancaster,1145
16224,Fairmount City,Clarion,1134
17099,Yeagertown,Mifflin,1133
16935,Middlebury Center,Tioga,1126
15030,Creighton,Allegheny,1124
15823,Brockport,Elk,1123
16045,Lyndora,Butler,1111
18216,Beaver Meadows,Carbon,1106
19437,Gwynedd Valley,Montgomery,1091
18211,Andreas,Schuylkill,1077
15860,Sigel,Jefferson,1075
18453,Pleasant Mount,Wayne,1073
16917,Covington,Tioga,1072
15762,Nicktown,Cambria,1069
15924,Cairnbrook,Somerset,1068
15542,Garrett,Somerset,1067
15056,Leetsdale,Allegheny,1063
17228,Harrisonville,Fulton,1062
18425,Greeley,Pike,1059
15358,Richeyville,Washington,1058
15688,Tarrs,Westmoreland,1052
15687,Stahlstown,Westmoreland,1042
16740,Mount Jewett,Mckean,1036
15742,Glen Campbell,Indiana,1034
16836,Frenchville,Clearfield,1034
15055,Lawrence,Washington,1030
17006,Blain,Perry,1028
18831,Milan,Bradford,1023
16444,Edinboro,Erie,1022
19545,New Berlinville,Berks,1015
18417,Equinunk,Wayne,1014
19374,Toughkenamon,Chester,1013
15225,Pittsburgh,Allegheny,1006
16020,Boyers,Butler,1006
16845,Karthaus,Clearfield,984
17260,Shirleysburg,Huntingdon,979
18631,Mifflinville,Columbia,973
15427,Daisytown,Washington,971
16040,Hilliards,Butler,971
15631,Everson,Fayette,970
17936,Gordon,Schuylkill,969
15142,Presto,Allegheny,957
15848,Luthersburg,Clearfield,954
18846,Sugar Run,Bradford,951
17060,Mill Creek,Huntingdon,947
15351,Nemacolin,Greene,943
18352,Reeders,Monroe,940
17035,Honey Grove,Juniata,940
15352,New Freeport,Greene,939
15547,Jennerstown,Somerset,936
16029,East Butler,Butler,931
18350,Pocono Pines,Monroe,927
18059,Laurys Station,Lehigh,925
16926,Granville Summit,Bradford,919
16160,West Pittsburg,Lawrence,907
17855,New Berlin,Union,906
15049,Harwick,Allegheny,904
15534,Buffalo Mills,Bedford,901
16636,Dysart,Cambria,898
15686,Spring Church,Armstrong,891
17235,Marion,Franklin,886
19009,Bryn Athyn,Montgomery,885
18435,Lackawaxen,Pike,878
15716,Black Lick,Indiana,876
15060,Midway,Washington,873
16131,Hartstown,Crawford,871
19456,Oaks,Montgomery,869
17021,East Waterford,Juniata,866
16362,Utica,Venango,863
17037,Ickesburg,Perry,862
16436,Spring Creek,Warren,859
17030,Gratz,Dauphin,859
15927,Colver,Cambria,857
15692,Westmoreland City,Westmoreland,852
16440,Venango,Crawford,850
16210,Adrian,Armstrong,849
15771,Rochester Mills,Indiana,848
16942,Osceola,Tioga,842
17758,Muncy Valley,Sullivan,841
15661,Loyalhanna,Westmoreland,836
16402,Bear Lake,Warren,836
15736,Elderton,Armstrong,835
16661,Madera,Clearfield,834
17214,Blue Ridge Summit,Franklin,828
17581,Terre Hill,Lancaster,824
17265,Upperstrasburg,Franklin,821
17964,Pitman,Schuylkill,819
15775,Spangler,Cambria,817
15623,Claridge,Westmoreland,817
16692,Westover,Clearfield,811
16932,Mainesburg,Tioga,810
15856,Rockton,Clearfield,804
17263,State Line,Franklin,799
17827,Freeburg,Snyder,796
15477,Roscoe,Washington,789
18335,Marshalls Creek,Monroe,788
15364,Sycamore,Greene,784
18087,Trexlertown,Lehigh,779
17941,Klingerstown,Schuylkill,774
16136,Koppel,Beaver,772
15341,Holbrook,Greene,772
16405,Columbus,Warren,771
16647,Hesston,Huntingdon,765
16829,Clarence,Centre,765
15662,Luxor,Westmoreland,759
15331,Ellsworth,Washington,753
15961,Vintondale,Cambria,750
15083,Sutersville,Westmoreland,750
16938,Morris,Tioga,749
17088,Schaefferstown,Lebanon,745
18915,Colmar,Montgomery,744
18451,Paupack,Pike,739
18616,Forksville,Sullivan,734
18030,Bowmanstown,Carbon,734
15362,Spraggs,Greene,733
18333,Kresgeville,Monroe,729
15676,Pleasant Unity,Westmoreland,729
18086,Treichlers,Northampton,725
16868,Pine Grove Mills,Centre,725
15076,Russellton,Allegheny,723
19436,Gwynedd,Montgomery,722
18471,Waverly,Lackawanna,722
16546,Erie,Erie,715
16640,Flinton,Cambria,707
16729,Duke Center,Mckean,707
17002,Allensville,Mifflin,699
15629,East Vandergrift,Westmoreland,697
15684,Slickville,Westmoreland,695
15377,West Finley,Washington,689
17832,Marion Heights,Northumberland,687
16679,Six Mile Run,Bedford,687
17850,Montandon,Northumberland,686
16621,Broad Top,Huntingdon,680
15779,Torrance,Westmoreland,679
15444,Hiller,Fayette,676
15640,Hutchinson,Westmoreland,676
17212,Big Cove Tannery,Fulton,673
15678,Rillton,Westmoreland,671
15324,Cokeburg,Washington,671
18371,Tamiment,Pike,670
19345,Immaculata,Chester,668
15538,Fairhope,Somerset,665
18970,Trumbauersville,Bucks,665
15773,Saint Benedict,Cambria,660
16851,Lemont,Centre,657
18829,Le Raysville,Bradford,656
17887,White Deer,Union,656
15920,Armagh,Indiana,656
18632,Mildred,Sullivan,655
15380,Wind Ridge,Greene,655
15315,Bobtown,Greene,648
15628,Donegal,Westmoreland,644
16674,Robertsdale,Huntingdon,643
16745,Rixford,Mckean,642
15433,East Millsboro,Fayette,641
18248,Sheppton,Schuylkill,634
19358,Modena,Chester,633
15470,Ohiopyle,Fayette,633
15551,Markleton,Somerset,632
15007,Bakerstown,Allegheny,629
15411,Addison,Somerset,629
16343,Reno,Venango,629
18331,Gilbert,Monroe,628
15671,New Derry,Westmoreland,625
18851,Warren Center,Bradford,624
16834,Drifting,Clearfield,616
16114,Clarks Mills,Mercer,613
18221,Drifton,Luzerne,611
18070,Palm,Montgomery,606
19550,Rehrersburg,Berks,602
16839,Grassflat,Clearfield,601
15937,Jerome,Somerset,600
17097,Wiconisco,Dauphin,598
17213,Blairs Mills,Huntingdon,597
16854,Millheim,Centre,597
15754,Lucernemines,Indiana,593
18241,Nuremberg,Schuylkill,587
17221,Fannettsburg,Franklin,582
18327,Delaware Water Gap,Monroe,577
17760,North Bend,Clinton,576
17550,Maytown,Lancaster,576
15739,Ernest,Indiana,574
16726,Cyclone,Mckean,572
17840,Locust Gap,Northumberland,568
16161,Wheatland,Mercer,567
15698,Yukon,Westmoreland,567
18830,Little Meadows,Susquehanna,566
17317,East Prospect,York,565
15484,Uledi,Fayette,557
15948,Revloc,Cambria,556
16623,Cassville,Huntingdon,552
19536,Lyon Station,Berks,552
18351,Portland,Northampton,549
16372,Clintonville,Venango,546
16927,Harrison Valley,Potter,545
17064,Mount Gretna,Lebanon,528
15957,Strongstown,Indiana,527
18439,Lakewood,Wayne,526
15546,Jenners,Somerset,523
15466,Newell,Fayette,521
18626,Laporte,Sullivan,519
15633,Forbes Road,Westmoreland,517
15611,Adamsburg,Westmoreland,514
16911,Arnot,Tioga,512
16921,Gaines,Tioga,511
15088,West Elizabeth,Allegheny,507
17219,Doylesburg,Franklin,506
17266,Walnut Bottom,Cumberland,506
16832,Coburn,Centre,503
17982,Tuscarora,Schuylkill,502
17220,Dry Run,Franklin,502
16250,Sagamore,Armstrong,502
18473,White Mills,Wayne,501
16420,Grand Valley,Warren,499
15346,Mather,Greene,495
16840,Hawk Run,Clearfield,494
18079,Slatedale,Lehigh,493
15350,Muse,Washington,490
16238,Manorville,Armstrong,487
15641,Hyde Park,Westmoreland,486
16329,Irvine,Warren,483
15753,La Jose,Clearfield,480
15366,Van Voorhis,Washington,478
16689,Waterfall,Fulton,477
18456,Prompton,Wayne,474
18342,Mountainhome,Monroe,473
16671,Ramey,Clearfield,472
15038,Elrama,Washington,470
17762,Picture Rocks,Lycoming,467
16230,Hawthorn,Clarion,467
15051,Indianola,Allegheny,466
15663,Madison,Westmoreland,466
16859,Moshannon,Centre,465
15734,Dixonville,Indiana,463
16113,Clark,Mercer,463
16879,Winburne,Clearfield,460
19492,Zieglerville,Montgomery,456
16311,Carlton,Mercer,453
15432,Dunlevy,Washington,453
15031,Cuddy,Allegheny,451
15660,Lowber,Westmoreland,448
15337,Graysville,Greene,447
16863,Olanta,Clearfield,443
16633,Defiance,Bedford,443
15078,Slovan,Washington,441
18980,Wycombe,Bucks,438
18625,Lake Winola,Wyoming,437
19554,Shartlesville,Berks,436
16344,Rouseville,Venango,436
17247,Quincy,Franklin,433
15951,Saint Michael,Cambria,432
15624,Crabtree,Westmoreland,430
18231,Kelayres,Schuylkill,429
15435,Fairbank,Fayette,429
17606,Lancaster,Lancaster,428
19319,Cheyney,Delaware,426
15412,Allenport,Washington,426
16244,Nu Mine,Armstrong,424
15086,Warrendale,Allegheny,422
15620,Bradenville,Westmoreland,419
15363,Strabane,Washington,418
15711,Anita,Jefferson,417
17888,Wilburton,Columbia,414
18462,Starrucca,Wayne,414
15949,Robinson,Indiana,409
16843,Hyde,Clearfield,408
15695,Wyano,Westmoreland,408
15490,White,Fayette,407
16882,Woodward,Centre,407
15715,Big Run,Jefferson,406
18234,Lattimer Mines,Luzerne,404
17246,Pleasant Hall,Franklin,402
16943,Sabinsville,Tioga,399
17951,Mar Lin,Schuylkill,389
18624,Lake Harmony,Carbon,389
17211,Artemas,Bedford,387
18441,Lenoxville,Susquehanna,385
17862,Penns Creek,Snyder,384
16022,Bruin,Butler,383
15841,Force,Elk,383
15455,Leisenring,Fayette,381
15004,Atlasburg,Washington,380
18063,Martins Creek,Northampton,378
17318,Emigsville,York,376
16826,Blanchard,Centre,376
19549,Port Clinton,Schuylkill,373
16228,Ford Cliff,Armstrong,372
18242,Oneida,Schuylkill,372
16750,Turtlepoint,Mckean,371
17953,Middleport,Schuylkill,371
15483,Stockdale,Washington,369
18256,Weston,Luzerne,368
17768,Shunk,Sullivan,367
16422,Harmonsburg,Crawford,366
15612,Alverton,Westmoreland,366
17010,Campbelltown,Lebanon,363
18962,Silverdale,Bucks,361
15713,Aultman,Indiana,358
15368,Vestaburg,Washington,357
15313,Beallsville,Washington,355
16848,Lamar,Clinton,352
18083,Stockertown,Northampton,351
16140,New Bedford,Lawrence,349
17249,Rockhill Furnace,Huntingdon,348
15413,Allison,Fayette,347
16132,Hillsville,Lawrence,347
18845,Stevensville,Bradford,345
15347,Meadow Lands,Washington,345
16054,Saint Petersburg,Clarion,344
19474,Skippack,Montgomery,344
17253,Saltillo,Huntingdon,343
17272,Zullinger,Franklin,342
18602,Bear Creek,Luzerne,342
15325,Crucible,Greene,341
16326,Fryburg,Clarion,340
15430,Dickerson Run,Fayette,339
15536,Crystal Spring,Fulton,338
18828,Lawton,Susquehanna,337
17306,Bendersville,Adams,337
17835,Laurelton,Union,336
16861,New Millport,Clearfield,335
18246,Rock Glen,Luzerne,334
15731,Coral,Indiana,334
16334,Marble,Clarion,330
15615,Ardara,Westmoreland,330
16110,Adamsville,Crawford,328
17923,Branchdale,Schuylkill,327
17957,Muir,Schuylkill,326
15647,Larimer,Westmoreland,325
16620,Brisbin,Clearfield,323
19559,Strausstown,Berks,322
16030,Eau Claire,Butler,322
16036,Foxburg,Clarion,322
17355,Railroad,York,321
15562,Springs,Somerset,321
15462,Melcroft,Fayette,321
15634,Grapeville,Westmoreland,320
15489,West Leisenring,Fayette,319
16691,Wells Tannery,Fulton,318
16619,Blandburg,Cambria,318
17779,Woolrich,Clinton,318
17930,Cumbola,Schuylkill,318
16847,Kylertown,Clearfield,317
15827,Byrnedale,Elk,317
16634,Dudley,Huntingdon,315
15054,Langeloth,Washington,315
18932,Line Lexington,Bucks,311
16939,Morris Run,Tioga,310
15081,South Heights,Beaver,310
15520,Acosta,Somerset,310
16024,Callery,Butler,310
15434,Elco,Washington,308
16860,Munson,Clearfield,308
18817,East Smithfield,Bradford,305
17934,Gilberton,Schuylkill,304
16680,Smithmill,Clearfield,303
17508,Brownstown,Lancaster,302
16821,Allport,Clearfield,301
16665,Newry,Blair,300
17080,Pillow,Dauphin,297
17261,South Mountain,Franklin,297
15539,Fishertown,Bedford,296
17978,Spring Glen,Schuylkill,296
17005,Berrysburg,Dauphin,295
16835,Fleming,Centre,295
17925,Brockton,Schuylkill,294
16260,Vowinckel,Clarion,293
17271,Willow Hill,Franklin,292
15006,Bairdford,Allegheny,292
17974,Seltzer,Schuylkill,291
15617,Arona,Westmoreland,291
17041,Lawn,Lebanon,290
15540,Fort Hill,Somerset,289
17223,Fort Littleton,Fulton,288
15646,Jones Mills,Westmoreland,288
18244,Parryville,Carbon,287
18463,Sterling,Wayne,286
15778,Timblin,Jefferson,283
16236,Mc Grann,Armstrong,282
17829,Hartleton,Union,281
17749,Mc Ewensville,Northumberland,279
18469,Tyler Hill,Wayne,279
17920,Aristes,Columbia,278
17081,Plainfield,Cumberland,278
15847,Knox Dale,Jefferson,277
16027,Connoquenessing,Butler,276
16685,Todd,Huntingdon,274
16370,West Hickory,Forest,271
16333,Ludlow,Mckean,269
18443,Milanville,Wayne,269
18461,Starlight,Wayne,269
16876,Wallaceton,Clearfield,268
15962,Wilmore,Cambria,267
16212,Cadogan,Armstrong,267
15696,Youngstown,Westmoreland,263
15429,Denbo,Washington,261
15866,Troutville,Clearfield,259
15922,Belsano,Cambria,259
16683,Spruce Creek,Huntingdon,259
15064,Morgan,Allegheny,257
15677,Rector,Westmoreland,257
15960,Twin Rocks,Cambria,255
17256,Shady Grove,Franklin,254
17215,Burnt Cabins,Fulton,253
15334,Garards Fort,Greene,251
16263,Yatesboro,Armstrong,251
15420,Cardale,Fayette,250
16734,James City,Elk,250
16825,Bigler,Clearfield,246
17750,Mackeyville,Clinton,245
16744,Rew,Mckean,245
17072,New Kingstown,Cumberland,243
15310,Aleppo,Greene,242
16672,Riddlesburg,Bedford,242
18245,Quakake,Schuylkill,242
15482,Star Junction,Fayette,241
15447,Isabella,Fayette,240
18619,Hillsgrove,Sullivan,239
17371,York New Salem,York,235
17885,Weikert,Union,235
15448,Jacobs Creek,Westmoreland,234
17776,Waterville,Lycoming,232
15832,Driftwood,Cameron,231
16659,Loysburg,Bedford,230
19316,Brandamore,Chester,229
15449,Keisterville,Fayette,229
16245,Oak Ridge,Armstrong,229
15770,Ringgold,Jefferson,229
18349,Pocono Manor,Monroe,228
15361,Southview,Washington,224
17952,Mary D,Schuylkill,223
17836,Leck Kill,Northumberland,221
18220,Delano,Schuylkill,221
17763,Ralston,Lycoming,217
15828,Clarington,Forest,217
15712,Arcadia,Indiana,215
16328,Hydetown,Crawford,215
18437,Lake Como,Wayne,214
16940,Nelson,Tioga,213
18340,Millrift,Pike,211
17311,Codorus,York,211
16853,Milesburg,Centre,210
17968,Sacramento,Schuylkill,210
18239,Milnesville,Luzerne,210
18842,South Gibson,Susquehanna,209
17949,Mahanoy Plane,Schuylkill,209
16246,Plumville,Indiana,208
16733,Hazel Hurst,Mckean,208
19017,Chester Heights,Delaware,206
18920,Erwinna,Bucks,205
18814,Burlington,Bradford,205
16677,Sandy Ridge,Centre,204
18950,Point Pleasant,Bucks,204
15359,Rogersville,Greene,203
16837,Glen Richey,Clearfield,203
15689,United,Westmoreland,202
15930,Dunlo,Cambria,201
18653,Ransom,Lackawanna,200
18628,Lopez,Sullivan,199
17730,Dewart,Northumberland,199
17861,Paxtonville,Snyder,196
15745,Heilwood,Indiana,196
16727,Derrick City,Mckean,196
18823,Harford,Susquehanna,194
18622,Huntington Mills,Luzerne,193
16852,Madisonburg,Centre,193
15077,Shippingport,Beaver,192
16694,Wood,Bedford,191
16732,Gifford,Mckean,189
16624,Chest Springs,Cambria,189
16645,Glen Hope,Clearfield,189
16352,Tiona,Warren,189
18413,Clifford,Susquehanna,189
17884,Washingtonville,Montour,188
15348,Millsboro,Washington,186
15561,Sipesville,Somerset,185
18843,South Montrose,Susquehanna,185
15863,Stump Creek,Jefferson,184
17731,Eagles Mere,Sullivan,181
16725,Custer City,Mckean,179
15750,Josephine,Indiana,177
15721,Burnside,Clearfield,175
15492,Wickhaven,Fayette,171
15727,Clune,Indiana,171
15756,Mc Intyre,Indiana,171
15738,Emeigh,Cambria,169
15655,Laughlintown,Westmoreland,169
17075,Newton Hamilton,Mifflin,167
15925,Cassandra,Cambria,167
16849,Lanse,Clearfield,166
15460,Martin,Fayette,166
15680,Salina,Westmoreland,166
17778,Westport,Clinton,165
16616,Beccaria,Clearfield,164
15446,Indian Head,Fayette,162
19511,Bowers,Berks,161
18081,Springtown,Bucks,159
19544,Mount Aetna,Berks,159
16416,Garland,Warren,158
17239,Neelyton,Huntingdon,156
17217,Concord,Franklin,155
19542,Monocacy Station,Berks,153
15082,Sturgeon,Allegheny,153
15733,De Lancey,Jefferson,152
18223,Ebervale,Luzerne,152
17867,Rebuck,Northumberland,150
17880,Swengel,Union,149
17944,Llewellyn,Schuylkill,149
17748,Mc Elhattan,Clinton,148
15316,Brave,Greene,147
16937,Mills,Potter,146
16427,Mill Village,Erie,146
15744,Hamilton,Jefferson,145
15532,Boynton,Somerset,144
